"kill_id","raven_id","visit_500","visit_1000","terr_bin","date","delta_dod","area","easting","northing"
778,"7484",TRUE,TRUE,FALSE,2019-11-18,0,2.25044472802734,546198,4974656
778,"7484",FALSE,TRUE,FALSE,2019-11-19,1,2.25044472802734,546198,4974656
778,"7484",TRUE,TRUE,FALSE,2019-11-20,2,2.25044472802734,546198,4974656
854,"7484",TRUE,TRUE,FALSE,2020-03-12,0,2.25044472802734,546636,4974481
854,"7484",TRUE,TRUE,TRUE,2020-03-13,1,2.25044472802734,546636,4974481
1143,"7493_2",TRUE,TRUE,FALSE,2022-03-09,0,0.830626215576172,545679,4972644
1143,"7493_2",TRUE,TRUE,FALSE,2022-03-09,0,0.830626215576172,545679,4972644
1143,"7493_2",TRUE,TRUE,FALSE,2022-03-10,1,0.830626215576172,545679,4972644
1143,"7493_2",TRUE,TRUE,FALSE,2022-03-10,1,0.830626215576172,545679,4972644
1145,"7493_2",FALSE,TRUE,FALSE,2022-03-09,0,0.830626215576172,544807,4973385
1145,"7493_2",FALSE,TRUE,FALSE,2022-03-09,0,0.830626215576172,544807,4973385
1145,"7493_2",TRUE,TRUE,FALSE,2022-03-10,1,0.830626215576172,544807,4973385
1145,"7493_2",TRUE,TRUE,FALSE,2022-03-10,1,0.830626215576172,544807,4973385
1145,"7493_2",TRUE,TRUE,FALSE,2022-03-11,2,0.830626215576172,544807,4973385
1145,"7493_2",FALSE,TRUE,FALSE,2022-03-12,3,0.830626215576172,544807,4973385
1184,"7493_2",FALSE,TRUE,FALSE,2022-03-18,0,0.830626215576172,545556,4974789
1184,"7493_2",FALSE,TRUE,FALSE,2022-03-19,1,0.830626215576172,545556,4974789
1184,"7493_2",TRUE,TRUE,FALSE,2022-03-21,3,0.830626215576172,545556,4974789
1184,"7493_2",FALSE,TRUE,TRUE,2022-03-22,4,0.830626215576172,545556,4974789
984,"7494",TRUE,TRUE,FALSE,2021-03-06,1,3.3077913815918,511484,4923407
1200,"7494",FALSE,TRUE,TRUE,2022-03-22,0,3.3077913815918,512740,4923743
1200,"7494",FALSE,TRUE,TRUE,2022-03-23,1,3.3077913815918,512740,4923743
897,"7530",FALSE,TRUE,TRUE,2020-03-23,0,20.7818849023438,525920,4979839
897,"7530",FALSE,TRUE,TRUE,2020-03-25,2,20.7818849023438,525920,4979839
1042,"7530",FALSE,FALSE,FALSE,2021-03-23,0,20.7818849023438,523844,4982179
1042,"7530",FALSE,FALSE,FALSE,2021-03-24,1,20.7818849023438,523844,4982179
1121,"7530",FALSE,FALSE,TRUE,2022-03-02,0,20.7818849023438,524451,4982244
1121,"7530",FALSE,FALSE,TRUE,2022-03-03,1,20.7818849023438,524451,4982244
1121,"7530",FALSE,FALSE,FALSE,2022-03-04,2,20.7818849023438,524451,4982244
1121,"7530",FALSE,FALSE,TRUE,2022-03-07,5,20.7818849023438,524451,4982244
1121,"7530",FALSE,FALSE,TRUE,2022-03-07,5,20.7818849023438,524451,4982244
1128,"7530",FALSE,FALSE,TRUE,2022-03-07,2,20.7818849023438,524318,4982228
1128,"7530",FALSE,FALSE,TRUE,2022-03-07,2,20.7818849023438,524318,4982228
1382,"7530",FALSE,FALSE,TRUE,2023-03-26,0,20.7818849023438,526918,4977337
1382,"7530",FALSE,FALSE,TRUE,2023-03-27,1,20.7818849023438,526918,4977337
1390,"7530",FALSE,FALSE,TRUE,2023-03-30,2,20.7818849023438,523800,4982200
1390,"7530",FALSE,FALSE,TRUE,2023-03-30,2,20.7818849023438,523800,4982200
1391,"7530",FALSE,FALSE,TRUE,2023-03-30,2,20.7818849023438,522360,4979041
1391,"7530",FALSE,FALSE,TRUE,2023-03-30,2,20.7818849023438,522360,4979041
1405,"7530",FALSE,FALSE,TRUE,2023-11-15,0,20.7818849023438,527416,4980015
1405,"7530",FALSE,FALSE,TRUE,2023-11-16,1,20.7818849023438,527416,4980015
895,"7672",FALSE,TRUE,FALSE,2020-03-22,0,6.27348331103516,536345,4978900
895,"7672",FALSE,TRUE,FALSE,2020-03-23,1,6.27348331103516,536345,4978900
895,"7672",FALSE,FALSE,TRUE,2020-03-24,2,6.27348331103516,536345,4978900
